id;response_status;how_long_listening;age;nps_score;gender
11962370;Complete;5 years to less than 10 years;18-24;9;Male
11962429;Complete;5 years to less than 10 years;45-54;10;Female
11962595;Complete;1 year to less than 3 years;25-34;8;Female
11962952;Complete;5 years to less than 10 years;45-54;10;Female
11963061;Complete;Less than 6 months;35-44;10;Female
11963224;Complete;5 years to less than 10 years;25-34;10;Male
11963815;Complete;1 year to less than 3 years;18-24;10;Female
11964841;Complete;1 year to less than 3 years;45-54;10;Female
11965057;Terminated;5 years to less than 10 years;Under 18;;
11965854;Complete;5 years to less than 10 years;45-54;10;Female
11966035;Complete;1 year to less than 3 years;25-34;10;Female
11966532;Complete;1 year to less than 3 years;25-34;10;Female
11967329;Complete;3 years to less than 5 years;25-34;10;Male
11967565;Complete;Less than 6 months;45-54;10;Female
11967940;Complete;Less than 6 months;25-34;8;Female
11970032;Complete;1 year to less than 3 years;55-64;10;Female
11978335;Complete;1 year to less than 3 years;45-54;10;Female
11983355;Complete;Less than 6 months;35-44;10;Male
11988551;Complete;3 years to less than 5 years;18-24;9;Female
11990567;Complete;3 years to less than 5 years;55-64;10;Female
11992046;Complete;3 years to less than 5 years;25-34;10;Female
11992769;Complete;3 years to less than 5 years;25-34;10;Female
11993112;Complete;1 year to less than 3 years;35-44;9;Female
11994564;Complete;1 year to less than 3 years;45-54;10;Female
11996575;Complete;Less than 6 months;25-34;10;Female
11996773;Complete;5 years to less than 10 years;25-34;10;Male
11997077;Complete;1 year to less than 3 years;45-54;10;Female
12000220;Complete;3 years to less than 5 years;45-54;10;Male
12006126;Complete;More than 15 years;25-34;10;Female
12006846;Incomplete;1 year to less than 3 years;35-44;;
12006855;Complete;6 months to less than a year;18-24;10;Female
12006893;Complete;6 months to less than a year;25-34;10;Female
12006916;Complete;6 months to less than a year;35-44;9;Female
12007000;Incomplete;1 year to less than 3 years;25-34;;
12007048;Complete;1 year to less than 3 years;35-44;10;Female
12007128;Complete;6 months to less than a year;45-54;10;Female
12007226;Complete;3 years to less than 5 years;25-34;10;Male
12007253;Complete;1 year to less than 3 years;25-34;10;Female
12007347;Complete;Less than 6 months;25-34;10;Male
12007380;Complete;5 years to less than 10 years;45-54;10;Female
12007386;Complete;1 year to less than 3 years;45-54;10;Male
12007400;Complete;Less than 6 months;35-44;10;Female
12007424;Complete;Less than 6 months;18-24;10;Female
12007466;Complete;3 years to less than 5 years;55-64;10;Female
12007476;Complete;1 year to less than 3 years;18-24;10;Female
12007504;Complete;1 year to less than 3 years;35-44;10;Female
12007548;Incomplete;1 year to less than 3 years;55-64;;
12007625;Complete;1 year to less than 3 years;25-34;10;Male
12007626;Complete;More than 15 years;45-54;10;Male
12007704;Complete;More than 15 years;25-34;10;Female
12007809;Incomplete;3 years to less than 5 years;55-64;;
12007913;Complete;1 year to less than 3 years;35-44;10;Female
12008138;Complete;1 year to less than 3 years;25-34;10;Female
12008150;Complete;1 year to less than 3 years;35-44;10;Female
12008272;Complete;1 year to less than 3 years;35-44;9;Female
12008278;Complete;1 year to less than 3 years;55-64;10;Female
12008308;Complete;1 year to less than 3 years;45-54;10;Female
12008407;Complete;1 year to less than 3 years;25-34;10;Female
12008412;Complete;6 months to less than a year;18-24;8;Female
12008514;Complete;1 year to less than 3 years;35-44;;Female
12008522;Complete;5 years to less than 10 years;35-44;10;Female
12008545;Incomplete;3 years to less than 5 years;55-64;;
12008554;Complete;1 year to less than 3 years;45-54;10;Female
12008626;Complete;1 year to less than 3 years;45-54;10;Female
12008656;Complete;6 months to less than a year;18-24;10;Female
12008691;Complete;1 year to less than 3 years;45-54;10;Female
12008705;Complete;1 year to less than 3 years;18-24;10;Male
12008821;Complete;1 year to less than 3 years;45-54;10;Female
12008826;Incomplete;1 year to less than 3 years;45-54;10;Female
12008965;Complete;Less than 6 months;55-64;10;Female
12008979;Complete;5 years to less than 10 years;35-44;10;Female
12008995;Incomplete;1 year to less than 3 years;;;
12009004;Complete;5 years to less than 10 years;35-44;10;Male
12009079;Complete;5 years to less than 10 years;35-44;10;Female
12009124;Complete;3 years to less than 5 years;18-24;10;Male
12009145;Complete;6 months to less than a year;25-34;10;Female
12009156;Complete;1 year to less than 3 years;25-34;9;Male
12009299;Complete;6 months to less than a year;45-54;10;Female
12009502;Complete;Less than 6 months;18-24;10;Female
12009637;Complete;6 months to less than a year;25-34;6;Female
12009674;Complete;1 year to less than 3 years;18-24;9;Female
12009729;Complete;1 year to less than 3 years;25-34;10;Female
12009839;Complete;5 years to less than 10 years;45-54;10;Male
12009865;Complete;1 year to less than 3 years;25-34;10;Female
12009873;Complete;Less than 6 months;35-44;10;Female
12009879;Complete;Less than 6 months;55-64;10;Female
12009902;Complete;3 years to less than 5 years;18-24;10;Female
12010082;Complete;10 years to less than 15 years;55-64;10;Female
12010167;Incomplete;3 years to less than 5 years;45-54;;
12010176;Complete;1 year to less than 3 years;45-54;10;Male
12010214;Complete;1 year to less than 3 years;45-54;10;Male
12010260;Complete;Less than 6 months;18-24;10;Female
12010282;Complete;1 year to less than 3 years;35-44;10;Male
12010297;Terminated;6 months to less than a year;Under 18;;
12010442;Complete;6 months to less than a year;45-54;10;Male
12010452;Complete;3 years to less than 5 years;18-24;10;Female
12010560;Incomplete;1 year to less than 3 years;55-64;;
12010631;Complete;1 year to less than 3 years;45-54;10;Female
12010634;Complete;Less than 6 months;25-34;9;Male
12010648;Terminated;1 year to less than 3 years;Under 18;;
12010651;Complete;Less than 6 months;45-54;10;Male
12010675;Complete;6 months to less than a year;35-44;10;Female
12010689;Complete;3 years to less than 5 years;45-54;10;Female
12010767;Complete;6 months to less than a year;25-34;10;Female
12010882;Complete;6 months to less than a year;35-44;10;Female
12010997;Complete;Less than 6 months;35-44;10;Female
12011012;Complete;6 months to less than a year;35-44;10;Female
12011086;Complete;6 months to less than a year;25-34;10;Female
12011502;Complete;3 years to less than 5 years;25-34;10;Female
12011548;Complete;3 years to less than 5 years;35-44;10;Female
12011549;Complete;1 year to less than 3 years;35-44;7;Male
12011596;Complete;10 years to less than 15 years;18-24;7;Male
12011619;Complete;1 year to less than 3 years;25-34;10;Male
12011684;Complete;3 years to less than 5 years;45-54;10;Male
12011794;Complete;1 year to less than 3 years;45-54;10;Male
12011819;Complete;1 year to less than 3 years;18-24;10;Female
12011872;Complete;6 months to less than a year;65-74;10;Female
12012222;Complete;1 year to less than 3 years;25-34;10;Male
12012247;Complete;10 years to less than 15 years;25-34;10;Female
12012294;Incomplete;1 year to less than 3 years;35-44;;
12012370;Complete;1 year to less than 3 years;35-44;10;Female
12012485;Complete;3 years to less than 5 years;25-34;10;Female
12012642;Complete;5 years to less than 10 years;45-54;10;Female
12012736;Incomplete;Less than 6 months;35-44;;
12012781;Complete;6 months to less than a year;35-44;10;Female
12012812;Complete;Less than 6 months;25-34;10;Female
12013021;Complete;6 months to less than a year;25-34;10;Female
12013044;Complete;Less than 6 months;45-54;10;Female
12013096;Complete;1 year to less than 3 years;25-34;10;Male
12013390;Complete;5 years to less than 10 years;25-34;10;Male
12013398;Incomplete;1 year to less than 3 years;25-34;;
12013432;Complete;5 years to less than 10 years;35-44;10;Female
12013458;Complete;More than 15 years;45-54;10;Female
12013591;Complete;3 years to less than 5 years;18-24;8;Female
12013598;Complete;10 years to less than 15 years;18-24;10;Female
12013653;Complete;More than 15 years;35-44;9;Female
12013704;Complete;1 year to less than 3 years;45-54;10;Male
12013733;Incomplete;1 year to less than 3 years;;;
12013887;Complete;1 year to less than 3 years;25-34;10;Female
12013889;Complete;6 months to less than a year;45-54;10;Female
12013902;Complete;Less than 6 months;18-24;10;Male
12013950;Incomplete;Less than 6 months;18-24;;
12014031;Complete;1 year to less than 3 years;35-44;10;Female
12014237;Complete;Less than 6 months;55-64;10;Male
12014299;Incomplete;10 years to less than 15 years;25-34;;
12014357;Complete;3 years to less than 5 years;35-44;10;Male
12014382;Incomplete;Less than 6 months;25-34;10;Male
12014561;Complete;Less than 6 months;55-64;10;Female
12015009;Complete;1 year to less than 3 years;25-34;8;Female
12015121;Complete;1 year to less than 3 years;65-74;10;Female
12015206;Complete;3 years to less than 5 years;45-54;10;Male
12015356;Complete;3 years to less than 5 years;35-44;10;Male
12015372;Complete;Less than 6 months;18-24;10;Female
12015451;Complete;6 months to less than a year;35-44;10;Female
12015561;Complete;6 months to less than a year;18-24;10;Female
12015588;Incomplete;10 years to less than 15 years;25-34;;
12015628;Complete;6 months to less than a year;25-34;10;Female
12015784;Incomplete;3 years to less than 5 years;55-64;;
12015818;Complete;3 years to less than 5 years;25-34;10;Female
12015875;Complete;5 years to less than 10 years;25-34;10;Male
12015901;Complete;3 years to less than 5 years;45-54;9;Female
12016093;Complete;6 months to less than a year;35-44;10;Female
12016162;Complete;5 years to less than 10 years;25-34;10;Male
12016223;Complete;5 years to less than 10 years;35-44;7;Male
12016296;Complete;3 years to less than 5 years;25-34;10;Female
12016344;Complete;1 year to less than 3 years;35-44;10;Male
12016351;Complete;3 years to less than 5 years;35-44;10;Female
12016366;Complete;1 year to less than 3 years;45-54;10;Female
12016467;Complete;1 year to less than 3 years;35-44;10;Female
12016892;Complete;3 years to less than 5 years;65-74;10;Female
12016994;Complete;1 year to less than 3 years;45-54;10;Female
12017013;Complete;3 years to less than 5 years;55-64;8;Male
12017018;Complete;More than 15 years;55-64;10;Female
12017361;Complete;1 year to less than 3 years;55-64;10;Female
12017377;Complete;1 year to less than 3 years;35-44;10;Female
12017709;Complete;Less than 6 months;45-54;10;Female
12017749;Complete;1 year to less than 3 years;25-34;10;Female
12017776;Complete;3 years to less than 5 years;45-54;10;Female
12017853;Complete;5 years to less than 10 years;45-54;10;Male
12017924;Complete;1 year to less than 3 years;45-54;10;Female
12018222;Complete;3 years to less than 5 years;25-34;10;Female
12018280;Complete;Less than 6 months;18-24;10;Female
12018405;Complete;5 years to less than 10 years;45-54;10;Female
12018534;Complete;5 years to less than 10 years;35-44;10;Female
12018854;Complete;10 years to less than 15 years;45-54;10;Female
12018861;Complete;1 year to less than 3 years;55-64;10;Female
12019894;Complete;1 year to less than 3 years;55-64;10;Female
12020186;Complete;6 months to less than a year;45-54;10;Female
12020188;Complete;3 years to less than 5 years;18-24;6;Male
12020221;Complete;1 year to less than 3 years;18-24;10;Female
12020467;Incomplete;Less than 6 months;55-64;;
12020506;Complete;Less than 6 months;35-44;10;Female
12020572;Complete;5 years to less than 10 years;18-24;8;Female
12020630;Incomplete;1 year to less than 3 years;35-44;;
12020964;Complete;3 years to less than 5 years;18-24;10;Female
12021066;Complete;3 years to less than 5 years;35-44;9;Female
12021226;Complete;Less than 6 months;18-24;10;Female
12021253;Complete;Less than 6 months;55-64;10;Female
12021377;Complete;1 year to less than 3 years;55-64;10;Female
12021406;Complete;6 months to less than a year;35-44;10;Female
12021596;Complete;6 months to less than a year;35-44;10;Female
12021899;Complete;1 year to less than 3 years;45-54;10;Male
12022243;Complete;Less than 6 months;45-54;10;Female
12022405;Complete;10 years to less than 15 years;35-44;10;Female
12022514;Complete;1 year to less than 3 years;18-24;10;Male
12022532;Complete;1 year to less than 3 years;35-44;10;Female
12022812;Incomplete;1 year to less than 3 years;45-54;;
12022975;Complete;3 years to less than 5 years;45-54;10;Female
12023052;Complete;1 year to less than 3 years;18-24;7;Female
12023127;Complete;1 year to less than 3 years;25-34;10;Female
12023157;Complete;1 year to less than 3 years;45-54;10;Female
12023198;Complete;Less than 6 months;45-54;10;Female
12023227;Complete;Less than 6 months;25-34;10;Female
12023329;Complete;1 year to less than 3 years;25-34;10;Female
12024407;Complete;1 year to less than 3 years;35-44;10;Female
12024619;Complete;1 year to less than 3 years;35-44;10;Female
12024735;Complete;1 year to less than 3 years;45-54;10;Female
12024867;Complete;6 months to less than a year;25-34;10;Male
12025032;Complete;3 years to less than 5 years;45-54;10;Female
12025081;Complete;Less than 6 months;35-44;10;Female
12025451;Complete;6 months to less than a year;18-24;10;Female
12025504;Complete;1 year to less than 3 years;25-34;10;Female
12025678;Complete;5 years to less than 10 years;25-34;10;Male
12025897;Complete;6 months to less than a year;55-64;10;Male
12025902;Complete;More than 15 years;18-24;10;Male
12026133;Incomplete;1 year to less than 3 years;18-24;;
12026224;Complete;Less than 6 months;18-24;10;Male
12026369;Complete;3 years to less than 5 years;35-44;10;Female
12026446;Complete;Less than 6 months;45-54;10;
12026517;Complete;5 years to less than 10 years;18-24;10;Male
12026652;Incomplete;1 year to less than 3 years;35-44;;
12026918;Complete;5 years to less than 10 years;45-54;10;Female
12026952;Complete;1 year to less than 3 years;45-54;10;Female
12026986;Complete;1 year to less than 3 years;18-24;10;Female
12026992;Complete;5 years to less than 10 years;45-54;10;
12027168;Incomplete;3 years to less than 5 years;45-54;;
12027300;Complete;1 year to less than 3 years;45-54;5;Male
12027361;Complete;5 years to less than 10 years;25-34;10;
12027448;Complete;1 year to less than 3 years;18-24;9;Female
12027659;Complete;Less than 6 months;18-24;6;Female
12028011;Complete;5 years to less than 10 years;25-34;10;Female
12028634;Complete;1 year to less than 3 years;35-44;10;Male
12028653;Complete;1 year to less than 3 years;18-24;10;Female
12028730;Complete;5 years to less than 10 years;35-44;;Female
12028740;Complete;5 years to less than 10 years;45-54;10;Female
12028957;Complete;1 year to less than 3 years;35-44;10;Female
12029019;Incomplete;3 years to less than 5 years;18-24;;
12029041;Complete;1 year to less than 3 years;35-44;9;Female
12029133;Complete;1 year to less than 3 years;25-34;10;Male
12029269;Complete;3 years to less than 5 years;35-44;10;Male
12029317;Incomplete;1 year to less than 3 years;35-44;;
12029756;Complete;6 months to less than a year;55-64;10;Female
12029866;Complete;More than 15 years;45-54;10;Female
12029883;Complete;More than 15 years;35-44;10;Male
12030030;Complete;Less than 6 months;35-44;9;Female
12030296;Complete;1 year to less than 3 years;45-54;10;Male
12030364;Complete;1 year to less than 3 years;45-54;10;Female
12030398;Complete;1 year to less than 3 years;25-34;10;Female
12031207;Complete;1 year to less than 3 years;55-64;10;Female
12031543;Complete;1 year to less than 3 years;18-24;10;Female
12031590;Complete;Less than 6 months;25-34;10;Female
12031739;Complete;1 year to less than 3 years;25-34;10;Female
12031860;Complete;1 year to less than 3 years;55-64;10;Female
12031876;Complete;5 years to less than 10 years;35-44;10;Female
12031920;Complete;1 year to less than 3 years;25-34;8;Male
12032370;Complete;1 year to less than 3 years;45-54;10;Male
12032414;Complete;Less than 6 months;25-34;10;Female
12032537;Complete;Less than 6 months;18-24;10;Female
12032544;Complete;Less than 6 months;45-54;7;Female
12032570;Complete;3 years to less than 5 years;45-54;10;Female
12032583;Complete;1 year to less than 3 years;25-34;10;Female
12032699;Incomplete;6 months to less than a year;45-54;;
12032944;Complete;3 years to less than 5 years;55-64;10;Female
12032993;Complete;5 years to less than 10 years;35-44;10;Female
12033097;Complete;1 year to less than 3 years;45-54;10;Female
12033185;Complete;1 year to less than 3 years;25-34;10;Female
12033707;Complete;3 years to less than 5 years;35-44;10;Female
12033729;Complete;5 years to less than 10 years;25-34;10;Female
12033739;Incomplete;5 years to less than 10 years;55-64;;
12033840;Complete;1 year to less than 3 years;35-44;10;Female
12033878;Complete;3 years to less than 5 years;35-44;10;Female
12033933;Complete;1 year to less than 3 years;45-54;10;Female
12034087;Complete;1 year to less than 3 years;25-34;10;Female
12034143;Complete;More than 15 years;55-64;10;Female
12034228;Complete;More than 15 years;25-34;10;Female
12034515;Complete;Less than 6 months;45-54;10;Male
12034568;Complete;3 years to less than 5 years;25-34;10;Female
12034604;Complete;3 years to less than 5 years;35-44;10;Female
12035011;Complete;5 years to less than 10 years;25-34;10;Female
12035050;Complete;More than 15 years;35-44;10;Female
12035530;Complete;Less than 6 months;35-44;10;Male
12035579;Complete;3 years to less than 5 years;25-34;10;Female
12036345;Complete;6 months to less than a year;55-64;10;Female
12036483;Incomplete;Less than 6 months;18-24;10;
12036593;Complete;3 years to less than 5 years;25-34;10;Female
12036676;Complete;5 years to less than 10 years;18-24;10;Male
12036731;Complete;1 year to less than 3 years;35-44;9;Male
12037096;Complete;10 years to less than 15 years;45-54;10;Female
12037176;Complete;Less than 6 months;18-24;10;Female
12037243;Complete;1 year to less than 3 years;35-44;9;Female
12037728;Incomplete;1 year to less than 3 years;45-54;;
12037914;Complete;6 months to less than a year;55-64;10;Female
12038641;Complete;3 years to less than 5 years;25-34;10;Female
12038708;Complete;3 years to less than 5 years;35-44;10;Female
12039496;Complete;1 year to less than 3 years;35-44;10;Male
12039975;Complete;Less than 6 months;18-24;10;Female
12040202;Complete;1 year to less than 3 years;25-34;10;Male
12041387;Complete;6 months to less than a year;25-34;10;Male
12041525;Complete;1 year to less than 3 years;45-54;10;Female
12041773;Complete;1 year to less than 3 years;45-54;9;Female
12044291;Complete;1 year to less than 3 years;55-64;8;Male
12047697;Complete;6 months to less than a year;35-44;10;Female
12050990;Complete;Less than 6 months;25-34;10;Male
12054479;Complete;Less than 6 months;25-34;10;Female
12055710;Complete;1 year to less than 3 years;45-54;10;Female
12056514;Complete;1 year to less than 3 years;45-54;10;Female
12056810;Incomplete;6 months to less than a year;45-54;;
12057366;Complete;5 years to less than 10 years;35-44;10;Male
12057913;Incomplete;1 year to less than 3 years;25-34;;
12058777;Complete;6 months to less than a year;35-44;10;Female
12062338;Complete;1 year to less than 3 years;35-44;10;Female
12063848;Complete;1 year to less than 3 years;35-44;10;Female
12063892;Incomplete;Less than 6 months;18-24;;
12064011;Complete;10 years to less than 15 years;35-44;1;Female
12065920;Complete;6 months to less than a year;25-34;10;Female
12066176;Complete;3 years to less than 5 years;45-54;10;Male
12066558;Complete;1 year to less than 3 years;35-44;10;Male
12066889;Complete;3 years to less than 5 years;45-54;10;Female
12067394;Complete;5 years to less than 10 years;25-34;;Female
12068526;Complete;1 year to less than 3 years;45-54;10;Female
12068561;Complete;6 months to less than a year;25-34;10;Female
12069192;Complete;3 years to less than 5 years;25-34;10;Male
12069258;Complete;More than 15 years;25-34;10;Female
12069589;Complete;1 year to less than 3 years;25-34;10;Female
12071198;Complete;1 year to less than 3 years;45-54;10;Female
12071868;Complete;1 year to less than 3 years;18-24;10;Female
12073732;Incomplete;1 year to less than 3 years;25-34;;
12074235;Complete;6 months to less than a year;25-34;10;Male
12075605;Complete;Less than 6 months;55-64;10;Male
12075858;Complete;3 years to less than 5 years;55-64;10;Female
12075863;Complete;6 months to less than a year;55-64;10;Female
12075891;Complete;3 years to less than 5 years;18-24;10;Male
12076489;Complete;1 year to less than 3 years;35-44;10;Female
12076807;Complete;1 year to less than 3 years;25-34;10;Female
12076883;Complete;Less than 6 months;25-34;10;Female
12077035;Complete;1 year to less than 3 years;25-34;9;Male
12077798;Complete;1 year to less than 3 years;45-54;10;Female
12078346;Incomplete;3 years to less than 5 years;45-54;;
12078926;Complete;1 year to less than 3 years;35-44;10;Female
12078986;Complete;3 years to less than 5 years;18-24;8;Male
12079714;Complete;Less than 6 months;25-34;9;Female
12080134;Complete;Less than 6 months;18-24;10;Male
12081032;Complete;6 months to less than a year;35-44;10;Female
12082508;Complete;1 year to less than 3 years;45-54;10;Male
12082860;Complete;Less than 6 months;35-44;10;Female
12084351;Complete;3 years to less than 5 years;45-54;10;Female
12084386;Complete;1 year to less than 3 years;35-44;9;Male
12084401;Complete;5 years to less than 10 years;35-44;10;Female
12084412;Complete;1 year to less than 3 years;35-44;10;Female
12084432;Complete;Less than 6 months;25-34;10;Female
12084479;Complete;3 years to less than 5 years;25-34;10;Male
12084544;Complete;1 year to less than 3 years;25-34;9;Female
12084645;Complete;10 years to less than 15 years;25-34;10;Female
12084696;Complete;6 months to less than a year;35-44;10;Female
12084838;Complete;Less than 6 months;45-54;10;Female
12084952;Complete;1 year to less than 3 years;45-54;;Female
12085010;Complete;10 years to less than 15 years;18-24;10;Female
12085033;Complete;1 year to less than 3 years;55-64;10;Female
12085244;Complete;Less than 6 months;35-44;10;Female
12085343;Complete;5 years to less than 10 years;25-34;10;Male
12085511;Incomplete;1 year to less than 3 years;25-34;;
12085984;Complete;6 months to less than a year;35-44;10;Female
12086001;Complete;1 year to less than 3 years;18-24;10;Female
12086711;Incomplete;1 year to less than 3 years;18-24;;
12086760;Complete;1 year to less than 3 years;35-44;10;Female
12086896;Complete;1 year to less than 3 years;18-24;8;Female
12086925;Complete;1 year to less than 3 years;35-44;10;Female
12086944;Complete;5 years to less than 10 years;45-54;10;Female
12087129;Incomplete;1 year to less than 3 years;55-64;10;Female
12087155;Complete;5 years to less than 10 years;18-24;10;Female
12087232;Complete;1 year to less than 3 years;25-34;10;Female
12087493;Complete;Less than 6 months;25-34;10;Female
12087690;Complete;10 years to less than 15 years;45-54;10;Female
12087901;Complete;3 years to less than 5 years;25-34;10;Male
12087905;Complete;Less than 6 months;25-34;10;Female
12088006;Complete;6 months to less than a year;25-34;10;Female
12088089;Complete;1 year to less than 3 years;18-24;8;Male
12088482;Incomplete;5 years to less than 10 years;;;
12088530;Complete;More than 15 years;45-54;10;Female
12088657;Complete;1 year to less than 3 years;45-54;10;Female
12088772;Complete;1 year to less than 3 years;25-34;10;Female
12088923;Complete;6 months to less than a year;55-64;10;Male
12089044;Complete;1 year to less than 3 years;35-44;10;Female
12089131;Complete;1 year to less than 3 years;25-34;10;Female
12089446;Complete;10 years to less than 15 years;45-54;8;Female
12089522;Complete;1 year to less than 3 years;45-54;10;Female
12089545;Complete;1 year to less than 3 years;18-24;10;Female
12089589;Complete;3 years to less than 5 years;25-34;10;Female
12089598;Complete;3 years to less than 5 years;55-64;10;Female
12089651;Complete;1 year to less than 3 years;45-54;10;Female
12089736;Complete;1 year to less than 3 years;55-64;10;Male
12089800;Incomplete;Less than 6 months;45-54;10;Female
12089824;Complete;1 year to less than 3 years;25-34;10;Male
12089892;Complete;1 year to less than 3 years;35-44;10;Male
12090092;Complete;1 year to less than 3 years;35-44;10;Male
12090112;Complete;3 years to less than 5 years;25-34;9;Female
12090142;Complete;3 years to less than 5 years;45-54;10;Female
12090338;Complete;6 months to less than a year;35-44;9;Female
12090398;Complete;6 months to less than a year;45-54;9;
12090496;Complete;10 years to less than 15 years;35-44;10;Female
12090502;Complete;6 months to less than a year;45-54;10;Female
12090655;Complete;3 years to less than 5 years;25-34;10;Male
12090673;Complete;6 months to less than a year;35-44;10;Female
12090770;Complete;6 months to less than a year;25-34;10;Female
12090928;Complete;1 year to less than 3 years;45-54;10;Female
12091086;Complete;10 years to less than 15 years;35-44;10;Female
12091156;Complete;Less than 6 months;35-44;9;Female
12091218;Complete;5 years to less than 10 years;35-44;10;Female
12091371;Incomplete;Less than 6 months;;;
12091384;Complete;10 years to less than 15 years;18-24;10;Female
12091957;Complete;3 years to less than 5 years;18-24;10;Female
12093005;Complete;6 months to less than a year;18-24;10;Female
12093026;Complete;Less than 6 months;35-44;10;Male
12093110;Complete;Less than 6 months;35-44;10;Female
12093170;Complete;1 year to less than 3 years;45-54;10;Female
12093393;Complete;1 year to less than 3 years;35-44;10;Female
12093638;Complete;1 year to less than 3 years;25-34;10;Male
12093715;Complete;1 year to less than 3 years;35-44;10;Female
12093838;Complete;5 years to less than 10 years;35-44;10;Female
12094062;Complete;6 months to less than a year;18-24;10;Female
12094316;Complete;3 years to less than 5 years;45-54;10;Female
12094398;Complete;1 year to less than 3 years;25-34;10;Female
12094470;Complete;1 year to less than 3 years;18-24;10;Male
12094637;Complete;6 months to less than a year;55-64;10;Male
12095482;Complete;More than 15 years;45-54;10;Female
12095759;Complete;3 years to less than 5 years;35-44;10;Female
12095861;Complete;3 years to less than 5 years;35-44;8;Male
12095863;Complete;Less than 6 months;18-24;10;Male
12095968;Complete;6 months to less than a year;35-44;10;Female
12096158;Complete;1 year to less than 3 years;55-64;10;Female
12096217;Complete;1 year to less than 3 years;25-34;10;Female
12096251;Complete;3 years to less than 5 years;25-34;10;Female
12096420;Complete;3 years to less than 5 years;25-34;10;Female
12096422;Complete;Less than 6 months;18-24;10;Male
12096438;Complete;6 months to less than a year;25-34;10;Female
12096481;Complete;1 year to less than 3 years;45-54;10;Female
12096579;Complete;Less than 6 months;18-24;10;Male
12096801;Complete;1 year to less than 3 years;45-54;10;Female
12096985;Complete;6 months to less than a year;25-34;10;Female
12097269;Incomplete;10 years to less than 15 years;55-64;;
12097424;Incomplete;5 years to less than 10 years;35-44;;
12097441;Complete;1 year to less than 3 years;35-44;10;Male
12097916;Complete;1 year to less than 3 years;35-44;10;Female
12097963;Complete;3 years to less than 5 years;65-74;10;Female
12098099;Complete;1 year to less than 3 years;65-74;8;Female
12098367;Complete;6 months to less than a year;25-34;9;Female
12098551;Complete;Less than 6 months;25-34;10;Female
12099031;Complete;1 year to less than 3 years;55-64;10;Female
12099052;Complete;1 year to less than 3 years;55-64;10;Female
12099445;Incomplete;1 year to less than 3 years;45-54;;
12100229;Complete;5 years to less than 10 years;45-54;10;Female
12100299;Incomplete;1 year to less than 3 years;45-54;;
12100653;Complete;1 year to less than 3 years;25-34;10;Female
12100682;Complete;6 months to less than a year;45-54;10;Female
12100723;Complete;3 years to less than 5 years;35-44;10;Female
12100748;Complete;6 months to less than a year;35-44;10;Male
12101192;Complete;6 months to less than a year;25-34;6;Female
12101415;Incomplete;3 years to less than 5 years;25-34;;
12101752;Complete;6 months to less than a year;35-44;10;Male
12101994;Complete;6 months to less than a year;18-24;10;Female
12102348;Complete;3 years to less than 5 years;35-44;10;Female
12102987;Complete;3 years to less than 5 years;35-44;10;Female
12103082;Complete;1 year to less than 3 years;25-34;10;Female
12103613;Complete;1 year to less than 3 years;35-44;10;Male
12103667;Complete;1 year to less than 3 years;25-34;10;Female
12103841;Incomplete;3 years to less than 5 years;35-44;;
12104259;Complete;3 years to less than 5 years;35-44;10;Female
12104268;Complete;3 years to less than 5 years;35-44;10;Male
12104391;Complete;1 year to less than 3 years;35-44;10;Female
12104481;Complete;1 year to less than 3 years;45-54;10;Male
12104562;Complete;Less than 6 months;45-54;10;Male
12104681;Complete;1 year to less than 3 years;25-34;10;Male
12104893;Complete;10 years to less than 15 years;35-44;2;Male
12104909;Complete;Less than 6 months;45-54;10;Female
12105059;Complete;5 years to less than 10 years;25-34;10;Male
12105247;Complete;3 years to less than 5 years;25-34;10;Male
12105269;Complete;1 year to less than 3 years;18-24;10;Female
12105373;Complete;10 years to less than 15 years;18-24;10;Female
12105429;Complete;6 months to less than a year;35-44;10;Female
12105441;Complete;3 years to less than 5 years;45-54;10;Male
12105471;Complete;6 months to less than a year;55-64;10;Female
12105475;Complete;1 year to less than 3 years;35-44;10;Female
12106144;Complete;3 years to less than 5 years;45-54;10;Female
12106502;Complete;6 months to less than a year;45-54;10;Female
12106731;Incomplete;3 years to less than 5 years;55-64;;
12106841;Complete;1 year to less than 3 years;18-24;10;Female
12106909;Complete;1 year to less than 3 years;25-34;8;Female
12107107;Complete;5 years to less than 10 years;18-24;10;Female
12107944;Complete;1 year to less than 3 years;35-44;10;Female
12108940;Complete;1 year to less than 3 years;25-34;8;Female
12110588;Complete;1 year to less than 3 years;18-24;10;Female
12110600;Complete;6 months to less than a year;18-24;7;Male
12110667;Complete;5 years to less than 10 years;35-44;10;Female
12110749;Complete;1 year to less than 3 years;65-74;10;Female
12110935;Complete;Less than 6 months;18-24;10;Female
12111031;Incomplete;5 years to less than 10 years;45-54;;
12111230;Complete;1 year to less than 3 years;45-54;10;Female
12111520;Complete;6 months to less than a year;18-24;10;Female
12112127;Complete;6 months to less than a year;45-54;10;Female
12113369;Complete;6 months to less than a year;18-24;10;Female
12113378;Complete;5 years to less than 10 years;55-64;10;Female
12113586;Complete;1 year to less than 3 years;45-54;10;Female
12114709;Incomplete;Less than 6 months;55-64;;
12115395;Complete;1 year to less than 3 years;25-34;10;Female
12119622;Complete;3 years to less than 5 years;45-54;10;Male
12120453;Complete;3 years to less than 5 years;35-44;10;Male
