id,risco_credito,idade,renda_anual,sexo,estado_civil,qtd_filhos,qtd_cartoes_credito,forma_pagamento,paga_hipoteca,outros_emprestimos
405,alto_risco,42,29963,feminino,casado,3,4,mensal,NA,NA
406,medio_risco,46,29955,feminino,divorciado,3,6,semanal,nao,3
407,medio_risco,42,29943,feminino,divorciado,4,6,semanal,nao,2
408,medio_risco,50,29934,masculino,divorciado,4,NA,semanal,sim,3
409,baixo_risco,30,29933,masculino,solteiro,NA,1,mensal,NA,NA
410,medio_risco,44,29927,masculino,divorciado,NA,6,semanal,nao,2
411,medio_risco,34,29925,masculino,divorciado,2,NA,semanal,nao,2
412,medio_risco,46,29920,feminino,divorciado,3,5,semanal,NA,3
413,alto_risco,49,NA,NA,casado,3,NA,semanal,sim,1
414,alto_risco,41,29907,masculino,divorciado,2,6,semanal,sim,2
415,baixo_risco,32,29892,feminino,solteiro,0,0,mensal,sim,0
416,alto_risco,49,29881,masculino,NA,NA,5,semanal,sim,2
417,alto_risco,43,29870,feminino,casado,2,3,mensal,sim,1
418,medio_risco,34,29869,masculino,divorciado,3,5,semanal,nao,2
419,baixo_risco,36,29848,feminino,solteiro,0,1,NA,NA,0
420,medio_risco,50,29843,masculino,divorciado,2,6,semanal,nao,2
421,alto_risco,46,29841,feminino,NA,3,3,mensal,sim,1
422,baixo_risco,30,NA,feminino,solteiro,0,0,NA,NA,0
423,alto_risco,50,29822,feminino,casado,NA,3,semanal,sim,2
424,alto_risco,NA,29816,masculino,casado,NA,2,mensal,sim,0
425,baixo_risco,31,29814,masculino,divorciado,4,6,semanal,nao,3
426,alto_risco,47,29811,masculino,NA,4,5,NA,nao,3
427,alto_risco,NA,29810,masculino,solteiro,NA,1,mensal,sim,0
428,alto_risco,45,29807,masculino,casado,2,3,semanal,sim,2
429,baixo_risco,28,29795,masculino,divorciado,2,5,semanal,nao,3
430,medio_risco,NA,29794,masculino,divorciado,3,5,semanal,nao,NA
431,baixo_risco,27,29786,masculino,solteiro,0,0,mensal,sim,0
432,medio_risco,NA,29781,masculino,divorciado,2,5,semanal,sim,2
433,medio_risco,45,29780,masculino,divorciado,4,NA,semanal,sim,3
434,alto_risco,45,NA,masculino,NA,2,3,semanal,sim,NA
435,baixo_risco,42,29779,feminino,divorciado,3,5,semanal,sim,2
436,medio_risco,41,29775,NA,divorciado,3,5,NA,NA,2
437,medio_risco,47,29755,masculino,divorciado,4,5,semanal,sim,2
438,alto_risco,49,29746,feminino,casado,3,4,semanal,NA,2
439,alto_risco,50,29745,masculino,divorciado,3,NA,semanal,sim,3
440,baixo_risco,44,29735,masculino,divorciado,3,6,semanal,sim,3
441,alto_risco,47,29706,masculino,divorciado,2,5,semanal,sim,3
442,alto_risco,32,29705,feminino,casado,3,4,semanal,sim,2
443,alto_risco,42,29687,feminino,divorciado,2,5,semanal,nao,2
444,medio_risco,47,29671,masculino,divorciado,NA,6,semanal,sim,3
445,medio_risco,42,29648,feminino,divorciado,2,6,semanal,NA,3
446,medio_risco,48,29622,feminino,divorciado,2,5,semanal,nao,3
447,alto_risco,50,29614,feminino,divorciado,NA,5,semanal,nao,2
448,alto_risco,49,29600,feminino,divorciado,2,6,semanal,sim,3
449,medio_risco,43,29600,feminino,solteiro,0,1,mensal,sim,0
450,medio_risco,27,29593,feminino,solteiro,0,NA,mensal,sim,0
451,alto_risco,41,29590,masculino,divorciado,NA,5,semanal,nao,2
452,medio_risco,32,29552,masculino,divorciado,3,5,semanal,nao,3
453,medio_risco,40,29541,feminino,divorciado,4,5,semanal,nao,3
454,medio_risco,42,29540,feminino,divorciado,3,5,semanal,sim,2
455,alto_risco,38,29494,masculino,casado,2,3,semanal,sim,2
456,baixo_risco,27,29472,feminino,solteiro,0,1,NA,sim,0
457,baixo_risco,34,29453,feminino,solteiro,0,0,NA,sim,NA
458,medio_risco,38,29431,NA,divorciado,2,5,semanal,NA,3
459,medio_risco,38,29424,masculino,divorciado,4,6,semanal,sim,NA
460,alto_risco,44,29413,feminino,divorciado,2,6,semanal,sim,3
461,alto_risco,40,29412,feminino,casado,2,4,NA,sim,2
462,medio_risco,32,29397,masculino,divorciado,4,5,semanal,sim,NA
463,baixo_risco,41,29385,NA,solteiro,0,0,mensal,sim,0
464,alto_risco,42,29375,masculino,casado,2,3,mensal,sim,1
465,alto_risco,44,29362,feminino,divorciado,3,5,semanal,nao,3
466,medio_risco,46,NA,feminino,divorciado,3,5,NA,NA,2
467,alto_risco,46,29338,masculino,casado,2,3,semanal,sim,1
468,alto_risco,30,29306,masculino,solteiro,0,0,mensal,sim,0
469,medio_risco,41,29303,masculino,divorciado,3,6,semanal,sim,2
470,medio_risco,46,29290,masculino,divorciado,2,5,semanal,nao,NA
471,medio_risco,46,29273,masculino,divorciado,4,5,semanal,sim,2
472,alto_risco,46,29265,feminino,casado,3,4,NA,sim,2
473,medio_risco,47,29258,feminino,divorciado,4,6,semanal,sim,3
474,medio_risco,29,29233,masculino,divorciado,2,6,semanal,nao,3
475,alto_risco,43,29232,masculino,NA,NA,6,semanal,nao,3
476,baixo_risco,44,29227,feminino,divorciado,4,5,semanal,nao,2
477,medio_risco,42,29220,masculino,divorciado,4,6,semanal,NA,2
478,medio_risco,44,29214,masculino,divorciado,4,5,semanal,nao,2
479,medio_risco,42,29202,NA,divorciado,4,NA,semanal,sim,3
480,medio_risco,38,29196,feminino,divorciado,3,6,semanal,nao,3
481,alto_risco,33,29182,masculino,solteiro,0,0,NA,NA,0
482,alto_risco,NA,NA,masculino,casado,2,4,mensal,sim,1
483,medio_risco,40,29151,feminino,NA,NA,5,semanal,sim,2
484,baixo_risco,33,29147,masculino,divorciado,3,6,semanal,nao,2
485,medio_risco,42,29139,feminino,divorciado,3,6,semanal,nao,3
486,medio_risco,47,NA,masculino,divorciado,2,5,semanal,nao,2
487,baixo_risco,32,29093,masculino,solteiro,0,1,mensal,sim,NA
488,alto_risco,47,29090,masculino,divorciado,2,6,semanal,NA,3
489,alto_risco,46,29090,feminino,divorciado,2,6,semanal,sim,3
490,alto_risco,44,29089,feminino,casado,2,NA,semanal,NA,1
491,alto_risco,NA,29078,feminino,NA,NA,4,semanal,sim,1
492,alto_risco,31,29076,NA,casado,3,4,mensal,sim,2
493,alto_risco,27,29041,feminino,casado,3,4,mensal,sim,1
494,medio_risco,46,NA,masculino,divorciado,2,6,semanal,sim,3
495,baixo_risco,NA,29022,masculino,divorciado,2,5,semanal,nao,3
496,baixo_risco,44,29011,masculino,solteiro,0,1,mensal,sim,0
497,medio_risco,41,NA,masculino,NA,2,6,semanal,nao,2
498,baixo_risco,NA,28991,feminino,NA,1,2,mensal,sim,0
499,alto_risco,47,28983,masculino,casado,2,4,mensal,sim,1
500,medio_risco,48,28976,masculino,divorciado,3,5,semanal,nao,3
501,baixo_risco,NA,28972,NA,NA,2,4,semanal,sim,1
502,baixo_risco,41,28961,masculino,solteiro,0,1,NA,sim,0
503,medio_risco,46,28943,feminino,divorciado,2,6,semanal,sim,2
504,medio_risco,46,28899,feminino,divorciado,2,5,semanal,nao,2
505,alto_risco,40,NA,masculino,casado,3,4,mensal,sim,2
506,medio_risco,50,28838,feminino,divorciado,2,5,semanal,NA,3
507,baixo_risco,40,28835,feminino,solteiro,0,1,mensal,sim,0
508,alto_risco,NA,NA,feminino,divorciado,NA,5,semanal,nao,2
509,alto_risco,30,28797,feminino,divorciado,3,6,semanal,NA,3
510,alto_risco,45,28778,NA,divorciado,3,6,semanal,sim,3
511,medio_risco,49,28771,masculino,divorciado,2,5,semanal,nao,3
512,alto_risco,48,28758,feminino,divorciado,2,NA,semanal,nao,2
513,baixo_risco,42,28745,masculino,casado,1,1,mensal,NA,1
514,medio_risco,47,NA,feminino,divorciado,4,6,semanal,nao,2
515,medio_risco,44,28740,NA,divorciado,3,NA,semanal,sim,3
516,alto_risco,46,28735,masculino,casado,3,4,semanal,sim,2
517,baixo_risco,44,28716,masculino,divorciado,3,6,semanal,NA,3
518,alto_risco,40,28714,masculino,divorciado,NA,5,semanal,NA,2
519,alto_risco,49,28709,masculino,casado,3,3,mensal,sim,2
520,medio_risco,40,28702,masculino,casado,2,3,mensal,sim,2
521,medio_risco,40,28690,masculino,divorciado,4,6,semanal,NA,2
522,baixo_risco,44,NA,feminino,casado,1,1,mensal,sim,0
523,baixo_risco,47,28671,masculino,divorciado,4,5,NA,sim,2
524,baixo_risco,42,NA,masculino,divorciado,2,6,semanal,nao,2
525,baixo_risco,35,28640,masculino,NA,0,1,mensal,sim,0
526,baixo_risco,37,28633,masculino,solteiro,0,0,mensal,sim,0
527,alto_risco,43,28631,feminino,casado,NA,4,mensal,NA,2
528,baixo_risco,28,28622,feminino,solteiro,0,0,mensal,sim,0
529,alto_risco,49,28618,masculino,divorciado,NA,6,semanal,nao,2
530,alto_risco,NA,28617,feminino,divorciado,3,5,semanal,nao,2
531,alto_risco,32,28610,feminino,divorciado,2,5,semanal,nao,2
532,alto_risco,47,28602,NA,divorciado,3,6,semanal,nao,2
533,medio_risco,NA,28586,masculino,NA,2,5,semanal,nao,2
534,medio_risco,47,28553,masculino,divorciado,NA,5,semanal,NA,NA
535,medio_risco,41,28550,feminino,divorciado,2,6,NA,sim,2
536,medio_risco,49,28549,feminino,divorciado,3,5,semanal,nao,3
537,alto_risco,41,28546,masculino,divorciado,3,5,semanal,nao,3
538,alto_risco,42,28528,feminino,divorciado,2,6,semanal,sim,3
539,baixo_risco,31,28515,masculino,solteiro,0,1,mensal,sim,0
540,alto_risco,43,28507,NA,casado,3,3,mensal,sim,1
541,medio_risco,44,28499,feminino,divorciado,3,5,semanal,nao,3
542,medio_risco,48,28480,masculino,divorciado,4,6,semanal,nao,NA
543,medio_risco,30,28455,feminino,solteiro,0,1,mensal,sim,0
544,baixo_risco,50,28453,masculino,divorciado,4,6,semanal,sim,2
545,alto_risco,38,28450,masculino,solteiro,0,0,mensal,sim,0
546,medio_risco,46,28424,masculino,divorciado,2,5,semanal,NA,2
547,baixo_risco,46,NA,feminino,NA,3,5,semanal,sim,2
548,medio_risco,45,28383,feminino,casado,2,4,mensal,sim,NA
549,baixo_risco,41,28351,masculino,divorciado,3,6,semanal,nao,2
550,alto_risco,40,28348,masculino,divorciado,2,6,semanal,nao,3
551,baixo_risco,45,NA,masculino,divorciado,4,6,semanal,nao,3
552,medio_risco,48,28331,feminino,divorciado,3,5,semanal,sim,NA
553,medio_risco,NA,28331,masculino,NA,3,6,semanal,nao,3
554,alto_risco,31,28315,masculino,solteiro,0,0,mensal,sim,0
555,alto_risco,48,28294,masculino,divorciado,4,6,semanal,nao,2
556,medio_risco,48,28293,feminino,divorciado,3,5,semanal,sim,3
557,medio_risco,35,28289,feminino,solteiro,0,NA,mensal,sim,0
558,alto_risco,NA,28243,masculino,divorciado,4,6,semanal,nao,2
559,medio_risco,47,28237,feminino,NA,3,6,semanal,nao,3
560,medio_risco,NA,28229,masculino,divorciado,4,6,semanal,sim,2
561,medio_risco,37,28224,masculino,solteiro,0,1,mensal,sim,0
562,alto_risco,41,28205,masculino,divorciado,NA,5,semanal,nao,3
563,baixo_risco,44,28181,NA,divorciado,3,5,NA,sim,2
564,alto_risco,37,28180,feminino,NA,4,6,semanal,NA,2
565,medio_risco,46,28173,masculino,divorciado,2,5,semanal,nao,2
566,baixo_risco,38,28168,feminino,solteiro,0,1,mensal,sim,0
567,alto_risco,47,28154,masculino,casado,2,NA,mensal,NA,1
568,medio_risco,47,28135,feminino,divorciado,NA,5,semanal,nao,2
569,baixo_risco,37,28112,feminino,solteiro,0,NA,mensal,sim,0
570,baixo_risco,25,28085,feminino,solteiro,0,1,mensal,sim,NA
571,baixo_risco,46,28063,NA,divorciado,4,NA,semanal,sim,2
572,medio_risco,NA,28025,feminino,divorciado,2,NA,semanal,sim,2
573,alto_risco,41,28e3,feminino,casado,NA,4,semanal,sim,1
574,baixo_risco,33,27995,feminino,solteiro,0,0,mensal,sim,0
575,medio_risco,46,27994,masculino,divorciado,2,5,semanal,nao,3
576,alto_risco,25,27987,feminino,NA,0,1,mensal,sim,NA
577,alto_risco,49,27986,masculino,divorciado,NA,6,semanal,nao,3
578,baixo_risco,33,27979,feminino,divorciado,4,6,semanal,sim,3
579,baixo_risco,25,27956,feminino,solteiro,0,0,mensal,NA,0
580,baixo_risco,37,27941,feminino,NA,0,1,NA,sim,0
581,medio_risco,38,27936,NA,divorciado,2,6,semanal,sim,2
582,baixo_risco,29,27930,feminino,divorciado,NA,5,NA,nao,2
583,medio_risco,43,27922,feminino,divorciado,4,5,NA,sim,2
584,alto_risco,27,27917,masculino,casado,3,3,mensal,sim,2
585,medio_risco,38,27913,feminino,solteiro,0,0,mensal,sim,0
586,alto_risco,44,27909,masculino,divorciado,2,NA,semanal,sim,2
587,alto_risco,45,27906,NA,divorciado,3,5,semanal,sim,3
588,alto_risco,37,27897,NA,solteiro,0,0,mensal,sim,NA
589,alto_risco,45,NA,NA,casado,2,4,NA,sim,2
590,medio_risco,41,27890,masculino,divorciado,2,5,semanal,sim,3
591,alto_risco,48,27873,feminino,casado,3,4,mensal,sim,1
592,medio_risco,49,27861,masculino,divorciado,NA,5,semanal,nao,2
593,medio_risco,49,27860,NA,NA,3,6,semanal,nao,3
594,alto_risco,47,27854,feminino,divorciado,3,NA,semanal,nao,2
595,medio_risco,49,NA,feminino,divorciado,4,5,semanal,sim,3
596,baixo_risco,44,27849,masculino,solteiro,0,1,mensal,sim,0
597,baixo_risco,30,NA,NA,solteiro,0,0,mensal,sim,0
598,alto_risco,43,27833,feminino,NA,3,4,mensal,sim,2
599,baixo_risco,26,27819,feminino,solteiro,NA,0,mensal,sim,0
600,alto_risco,43,27795,feminino,casado,3,3,semanal,NA,1
601,baixo_risco,NA,27794,feminino,NA,0,0,mensal,sim,0
602,alto_risco,44,NA,feminino,solteiro,0,1,mensal,sim,0
603,baixo_risco,46,NA,masculino,divorciado,4,6,semanal,sim,NA
604,medio_risco,45,27778,masculino,divorciado,3,5,semanal,nao,3
605,baixo_risco,43,27745,masculino,divorciado,4,5,semanal,nao,NA
606,alto_risco,42,27736,feminino,divorciado,4,5,semanal,sim,2
607,alto_risco,41,NA,masculino,divorciado,4,5,semanal,sim,NA
608,alto_risco,47,27678,feminino,divorciado,4,6,semanal,sim,2
609,medio_risco,50,27676,feminino,divorciado,2,5,semanal,nao,3
610,baixo_risco,NA,27658,masculino,solteiro,0,1,mensal,sim,0
611,medio_risco,36,NA,feminino,solteiro,0,0,mensal,sim,0
612,baixo_risco,31,27637,NA,divorciado,3,NA,semanal,sim,3
613,alto_risco,41,27624,feminino,NA,2,4,semanal,sim,2
614,alto_risco,NA,27619,masculino,casado,2,3,mensal,sim,1
615,medio_risco,NA,27617,feminino,solteiro,0,1,mensal,sim,NA
616,baixo_risco,26,NA,feminino,solteiro,0,1,mensal,sim,0
617,alto_risco,47,27602,feminino,divorciado,3,5,semanal,nao,2
618,baixo_risco,33,27580,masculino,solteiro,0,0,mensal,sim,0
619,alto_risco,28,27566,feminino,NA,NA,3,semanal,sim,2
620,medio_risco,44,27566,feminino,divorciado,4,6,semanal,sim,3
621,alto_risco,45,27553,feminino,divorciado,4,6,semanal,sim,2
622,medio_risco,NA,27543,masculino,casado,2,NA,semanal,sim,1
623,medio_risco,27,27525,masculino,divorciado,2,6,semanal,sim,2
624,baixo_risco,39,27523,feminino,solteiro,0,1,mensal,sim,0
625,medio_risco,50,27519,masculino,NA,3,6,semanal,nao,2
626,alto_risco,34,27486,feminino,divorciado,4,6,semanal,nao,3
627,baixo_risco,25,27457,masculino,solteiro,NA,1,mensal,NA,0
628,alto_risco,49,27450,feminino,NA,2,5,semanal,nao,3
629,medio_risco,49,NA,masculino,divorciado,4,5,semanal,nao,NA
630,alto_risco,28,27416,feminino,divorciado,4,5,semanal,nao,2
631,medio_risco,34,27404,feminino,divorciado,3,NA,semanal,sim,3
632,baixo_risco,40,27395,feminino,casado,2,4,semanal,sim,1
633,medio_risco,50,27381,feminino,divorciado,4,6,semanal,NA,2
634,alto_risco,45,27375,masculino,casado,2,3,mensal,sim,2
635,baixo_risco,28,27362,masculino,solteiro,0,0,mensal,NA,NA
636,alto_risco,47,27353,masculino,casado,2,4,mensal,sim,1
637,alto_risco,28,27344,NA,casado,3,3,mensal,sim,2
638,baixo_risco,41,27334,feminino,solteiro,0,1,mensal,sim,0
639,baixo_risco,26,27332,feminino,solteiro,0,0,mensal,sim,0
640,alto_risco,NA,27290,feminino,casado,3,3,mensal,sim,1
641,alto_risco,NA,27289,masculino,casado,2,3,semanal,sim,1
642,baixo_risco,47,27286,masculino,divorciado,3,6,semanal,sim,2
643,alto_risco,44,27283,feminino,divorciado,4,6,semanal,nao,2
644,medio_risco,44,27281,NA,NA,3,5,semanal,nao,2
645,alto_risco,44,27269,feminino,casado,2,3,mensal,sim,1
646,alto_risco,45,27267,NA,NA,4,6,semanal,nao,3
647,baixo_risco,31,NA,masculino,solteiro,0,0,NA,sim,0
648,alto_risco,NA,NA,NA,divorciado,2,6,semanal,sim,2
649,baixo_risco,NA,27161,masculino,divorciado,2,5,semanal,sim,2
650,alto_risco,37,27148,masculino,casado,2,4,mensal,sim,2
651,baixo_risco,46,NA,masculino,divorciado,2,5,semanal,sim,2
652,baixo_risco,27,27127,feminino,divorciado,4,5,semanal,sim,3
653,baixo_risco,36,27110,feminino,solteiro,0,1,mensal,sim,NA
654,baixo_risco,40,NA,masculino,divorciado,2,5,semanal,sim,3
655,baixo_risco,31,27105,feminino,casado,0,2,mensal,sim,1
656,medio_risco,50,27094,masculino,divorciado,2,6,semanal,sim,3
657,alto_risco,NA,NA,feminino,casado,2,4,NA,NA,1
658,baixo_risco,47,27086,masculino,divorciado,NA,5,semanal,nao,2
659,alto_risco,48,NA,masculino,casado,2,4,semanal,sim,1
660,alto_risco,48,27076,masculino,divorciado,3,5,semanal,nao,3
661,baixo_risco,44,27070,masculino,solteiro,0,0,mensal,sim,0
662,alto_risco,49,27068,feminino,casado,3,4,mensal,sim,2
663,alto_risco,40,27061,feminino,divorciado,4,6,semanal,sim,3
664,alto_risco,48,27046,NA,divorciado,3,5,semanal,NA,2
665,medio_risco,41,27043,feminino,casado,3,4,semanal,sim,1
666,alto_risco,48,27016,NA,casado,2,4,NA,sim,1
667,medio_risco,44,27015,masculino,divorciado,3,6,semanal,sim,2
668,medio_risco,42,27012,feminino,NA,4,5,semanal,nao,2
669,alto_risco,43,27008,feminino,divorciado,4,6,semanal,nao,2
670,baixo_risco,34,27004,feminino,solteiro,0,0,mensal,sim,0
671,alto_risco,49,26968,masculino,casado,3,NA,semanal,sim,1
672,alto_risco,44,26967,feminino,divorciado,4,6,semanal,nao,2
673,baixo_risco,49,NA,feminino,divorciado,NA,5,semanal,nao,2
674,medio_risco,29,NA,feminino,solteiro,0,NA,mensal,sim,0
675,alto_risco,43,NA,feminino,divorciado,3,5,semanal,nao,2
676,baixo_risco,38,26916,masculino,solteiro,0,1,mensal,sim,0
677,alto_risco,26,26905,masculino,casado,2,4,semanal,sim,2
678,alto_risco,46,26900,feminino,divorciado,4,6,semanal,nao,2
679,alto_risco,42,26872,masculino,casado,3,4,mensal,NA,1
680,alto_risco,42,26848,feminino,divorciado,2,6,semanal,NA,3
681,baixo_risco,28,26782,feminino,NA,0,0,mensal,sim,0
682,alto_risco,45,26773,feminino,casado,2,NA,mensal,sim,1
683,medio_risco,41,26768,masculino,divorciado,4,NA,semanal,nao,3
684,baixo_risco,49,26766,feminino,divorciado,2,5,NA,sim,2
685,baixo_risco,41,26750,masculino,divorciado,4,5,semanal,sim,NA
686,medio_risco,48,26747,masculino,NA,2,3,mensal,sim,2
687,medio_risco,46,NA,NA,divorciado,4,NA,semanal,nao,3
688,baixo_risco,41,26736,masculino,divorciado,2,5,semanal,nao,2
689,medio_risco,33,26725,feminino,NA,2,5,semanal,sim,3
690,baixo_risco,45,NA,masculino,divorciado,NA,NA,semanal,nao,2
691,medio_risco,45,26710,feminino,divorciado,2,5,semanal,sim,2
692,alto_risco,44,26701,masculino,casado,3,4,semanal,NA,NA
693,alto_risco,49,26700,feminino,divorciado,3,5,semanal,nao,2
694,medio_risco,42,26694,feminino,divorciado,2,6,semanal,nao,3
695,medio_risco,47,26664,feminino,divorciado,2,6,semanal,NA,3
696,medio_risco,45,26632,masculino,divorciado,2,6,semanal,sim,2
697,baixo_risco,45,26624,feminino,divorciado,4,5,semanal,nao,2
698,baixo_risco,30,26602,masculino,solteiro,NA,0,mensal,sim,0
699,alto_risco,26,26595,masculino,casado,3,4,NA,sim,2
700,alto_risco,43,NA,feminino,casado,2,4,semanal,sim,2
701,medio_risco,50,26561,feminino,divorciado,3,5,semanal,nao,2
702,medio_risco,38,26550,masculino,solteiro,0,0,mensal,sim,0
703,alto_risco,45,26542,masculino,casado,3,4,mensal,sim,2
704,alto_risco,45,26532,masculino,casado,NA,3,semanal,sim,2
705,alto_risco,44,26476,feminino,casado,2,3,mensal,NA,1
706,alto_risco,50,26417,feminino,casado,3,4,semanal,sim,1
707,alto_risco,40,26411,feminino,NA,3,NA,semanal,nao,NA
708,alto_risco,30,26409,masculino,NA,2,3,semanal,sim,1
709,alto_risco,48,26396,masculino,divorciado,4,NA,semanal,nao,2
710,medio_risco,38,26383,feminino,divorciado,4,5,semanal,sim,3
711,medio_risco,45,26372,masculino,divorciado,4,5,semanal,nao,2
712,alto_risco,45,26307,feminino,divorciado,2,5,semanal,nao,2
713,medio_risco,47,26256,masculino,divorciado,2,5,semanal,sim,2
714,medio_risco,50,26245,feminino,divorciado,4,5,semanal,nao,2
715,baixo_risco,36,26243,feminino,solteiro,0,0,mensal,sim,NA
716,medio_risco,29,26238,masculino,divorciado,4,5,semanal,sim,2
717,baixo_risco,29,26238,masculino,divorciado,4,5,semanal,nao,2
718,baixo_risco,44,NA,masculino,NA,3,6,semanal,sim,3
719,baixo_risco,29,26231,masculino,solteiro,0,0,mensal,NA,0
720,alto_risco,45,26191,feminino,casado,NA,4,mensal,sim,2
721,alto_risco,29,26180,masculino,divorciado,2,5,semanal,NA,3
722,alto_risco,48,26178,masculino,casado,3,4,NA,sim,1
723,medio_risco,46,26178,masculino,divorciado,2,5,semanal,sim,NA
724,medio_risco,50,NA,feminino,NA,2,6,semanal,nao,3
725,alto_risco,27,26173,feminino,casado,NA,4,semanal,NA,2
726,baixo_risco,43,26166,masculino,divorciado,NA,5,semanal,nao,3
727,baixo_risco,NA,26156,NA,divorciado,2,5,semanal,sim,3
728,medio_risco,47,26152,feminino,divorciado,2,5,semanal,NA,3
729,alto_risco,47,NA,masculino,divorciado,2,5,semanal,sim,2
730,medio_risco,43,26144,masculino,divorciado,NA,5,semanal,sim,3
731,alto_risco,34,26140,masculino,divorciado,3,6,semanal,sim,3
732,alto_risco,36,26134,feminino,NA,2,5,semanal,sim,3
733,baixo_risco,NA,26129,masculino,NA,3,6,semanal,nao,3
734,baixo_risco,31,NA,masculino,divorciado,2,5,semanal,sim,2
735,medio_risco,NA,26120,masculino,divorciado,2,5,semanal,nao,2
736,medio_risco,41,NA,feminino,divorciado,4,5,semanal,nao,3
737,medio_risco,34,26089,NA,divorciado,2,NA,NA,nao,3
738,medio_risco,48,26087,feminino,divorciado,3,6,semanal,nao,2
739,baixo_risco,30,NA,NA,solteiro,NA,0,mensal,sim,0
740,medio_risco,43,26065,feminino,divorciado,NA,6,semanal,nao,2
741,baixo_risco,42,26056,feminino,divorciado,4,6,semanal,sim,2
742,medio_risco,40,26051,NA,divorciado,4,6,semanal,nao,3
743,medio_risco,45,26043,feminino,divorciado,2,5,NA,nao,2
744,alto_risco,41,26030,masculino,divorciado,NA,NA,semanal,nao,2
745,baixo_risco,38,26028,masculino,solteiro,0,0,mensal,sim,0
746,alto_risco,47,26023,masculino,NA,2,4,mensal,sim,1
747,baixo_risco,36,26009,masculino,solteiro,0,1,mensal,sim,0
748,baixo_risco,25,25991,NA,solteiro,0,0,mensal,sim,0
749,medio_risco,44,25971,feminino,divorciado,4,5,semanal,nao,3
750,alto_risco,31,25970,masculino,casado,3,3,mensal,sim,2
751,alto_risco,36,25920,feminino,casado,2,4,semanal,sim,2
752,alto_risco,45,25915,feminino,casado,3,3,mensal,sim,NA
753,baixo_risco,37,25912,feminino,NA,0,NA,mensal,sim,0
754,alto_risco,50,25884,feminino,casado,2,3,NA,sim,1
755,alto_risco,50,25872,feminino,divorciado,4,6,semanal,NA,2
756,baixo_risco,43,25863,NA,divorciado,2,6,semanal,sim,3
757,alto_risco,33,25848,masculino,casado,2,4,semanal,sim,2
758,baixo_risco,NA,25838,feminino,divorciado,2,6,semanal,nao,NA
759,alto_risco,42,25826,feminino,casado,3,4,semanal,sim,1
760,alto_risco,45,25801,masculino,divorciado,3,5,semanal,nao,2
761,baixo_risco,40,25785,masculino,divorciado,NA,5,semanal,nao,NA
762,baixo_risco,37,25771,feminino,solteiro,0,0,mensal,sim,NA
763,baixo_risco,45,25768,NA,divorciado,NA,6,semanal,sim,3
764,baixo_risco,31,25753,feminino,solteiro,0,0,mensal,sim,0
765,baixo_risco,33,25747,feminino,NA,0,1,mensal,sim,0
766,medio_risco,45,25728,masculino,casado,2,3,semanal,sim,1
767,medio_risco,27,25727,masculino,solteiro,0,1,mensal,sim,0
768,alto_risco,44,25725,masculino,divorciado,2,6,semanal,sim,NA
769,medio_risco,44,25718,feminino,divorciado,2,5,semanal,sim,2
770,baixo_risco,49,25698,feminino,divorciado,3,6,semanal,nao,2
771,alto_risco,33,25678,feminino,casado,2,3,semanal,sim,NA
772,medio_risco,44,25666,NA,NA,4,5,semanal,nao,2
773,alto_risco,NA,25651,feminino,divorciado,3,5,semanal,nao,3
774,medio_risco,46,25643,feminino,divorciado,4,5,semanal,nao,2
775,alto_risco,48,25613,feminino,casado,2,4,semanal,sim,1
776,baixo_risco,40,25607,feminino,divorciado,2,6,semanal,sim,3
777,medio_risco,40,25576,feminino,divorciado,NA,5,semanal,nao,2
778,medio_risco,44,25557,feminino,divorciado,3,5,semanal,sim,2
779,alto_risco,50,25549,feminino,casado,2,4,NA,sim,2
780,baixo_risco,31,25548,feminino,solteiro,0,0,mensal,sim,0
781,alto_risco,44,25528,masculino,casado,2,3,mensal,NA,1
782,medio_risco,47,25505,feminino,divorciado,NA,5,semanal,nao,3
783,baixo_risco,32,25494,masculino,solteiro,0,NA,mensal,sim,0
784,alto_risco,43,25474,feminino,divorciado,3,5,semanal,sim,2
785,medio_risco,47,25401,feminino,divorciado,3,5,semanal,sim,2
786,alto_risco,48,25396,feminino,casado,3,4,mensal,sim,1
787,medio_risco,47,25382,feminino,divorciado,NA,5,semanal,sim,2
788,alto_risco,49,25361,masculino,divorciado,2,6,semanal,sim,3
789,alto_risco,47,25361,masculino,casado,2,3,semanal,sim,2
790,alto_risco,47,25342,masculino,casado,3,3,semanal,sim,2
791,baixo_risco,43,25327,feminino,divorciado,2,6,semanal,sim,3
792,alto_risco,47,25319,feminino,casado,NA,4,NA,sim,1
793,medio_risco,41,25318,masculino,divorciado,4,5,semanal,sim,3
794,alto_risco,44,25302,masculino,casado,3,3,mensal,sim,1
795,alto_risco,38,25289,masculino,NA,NA,NA,semanal,sim,2
796,medio_risco,30,NA,masculino,divorciado,2,5,semanal,sim,2
797,alto_risco,37,25280,feminino,NA,2,3,mensal,NA,2
798,medio_risco,42,25271,feminino,divorciado,2,6,semanal,nao,3
799,medio_risco,44,25263,feminino,divorciado,4,6,semanal,sim,3
800,baixo_risco,50,25199,feminino,divorciado,3,NA,semanal,sim,2
801,alto_risco,35,25180,NA,divorciado,NA,5,semanal,sim,3
802,alto_risco,NA,25178,masculino,casado,2,3,mensal,sim,2
803,medio_risco,47,25126,masculino,divorciado,2,6,semanal,sim,2
