ano,estado,municipio,t_agua,t_banagua,t_lixo,t_luz,T_ANALF18M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_ATRASO_2_MED
2010,Ceará,PORTEIRAS,62.63,61.45,97.98,99.47,31.54,22.49,18.94,5.09
2010,Ceará,POTENGI,65.49,60.52,92.85,99.12,37.29,30.99,23.54,11.37
2010,Ceará,POTIRETAMA,50.5,55.97,88.25,98.93,31.01,23.49,17.76,7.73
2010,Ceará,QUITERIANÓPOLIS,61.06,56.2,88.44,96.17,35.52,16.02,11.97,5.3
2010,Ceará,QUIXADÁ,72.09,63.66,91.26,99.39,24.88,12.87,9.97,5.21
2010,Ceará,QUIXELÔ,82.24,65.79,96.71,99.69,39.42,15.8,10.88,12.43
2010,Ceará,QUIXERAMOBIM,78.72,71.91,89.83,99.07,26.4,23.22,18.84,5.81
2010,Ceará,QUIXERÉ,88.55,85.61,96.49,99.35,28.01,17.47,15.78,5.44
2010,Ceará,REDENÇÃO,72.84,59.2,86.54,99.91,26.32,20.12,16.67,3.44
2010,Ceará,RERIUTABA,77.73,65.4,84.73,99.38,31.81,21.33,15.17,5.55
2010,Ceará,RUSSAS,88.02,77.47,95.68,99.73,21.02,13.14,8.51,5.36
2010,Ceará,SABOEIRO,62.66,54.53,97.09,91.09,36.71,26.44,23.01,7.54
2010,Ceará,SALITRE,13.46,24.41,79.14,94.95,43.41,23.44,18.08,9.32
2010,Ceará,SANTANA DO ACARAÚ,61.98,55.16,78.65,98.68,32.07,29.05,24.03,6.09
2010,Ceará,SANTANA DO CARIRI,60.84,44.32,92.34,97.3,32.97,12.24,8.53,11
2010,Ceará,SANTA QUITÉRIA,70.35,55.58,77.6,97.59,29.94,21.79,15.81,8.71
2010,Ceará,SÃO BENEDITO,86.7,75.89,89.48,99.86,29.81,21.83,18.2,6.32
2010,Ceará,SÃO GONÇALO DO AMARANTE,84.02,59.66,82.78,98.46,21.86,12.77,9.31,3.78
2010,Ceará,SÃO JOÃO DO JAGUARIBE,96.16,90.89,99.04,99.72,27.29,20.58,15.9,7.62
2010,Ceará,SÃO LUÍS DO CURU,69.28,51.77,91.3,98.38,23.96,16.37,11.7,6.45
2010,Ceará,SENADOR POMPEU,76.83,68.67,88.63,98.49,29.04,19.08,15.19,4.86
2010,Ceará,SENADOR SÁ,82.46,63.22,52.5,97.71,35.97,20.56,17.42,9.68
2010,Ceará,SOBRAL,95.01,88.02,95.61,99.53,18.4,10.62,7.1,7.05
2010,Ceará,SOLONÓPOLE,75.98,77.78,97.09,99.52,28.14,14.62,9.69,10.21
2010,Ceará,TABULEIRO DO NORTE,75.47,78.83,93.76,99.67,24.16,21.38,18.15,5.6
2010,Ceará,TAMBORIL,81.34,57.02,83.72,99.02,35.86,27.66,19.36,6.43
2010,Ceará,TARRAFAS,77.41,66.34,95.26,98.44,38.87,22.74,13.87,8.41
2010,Ceará,TAUÁ,78.22,66.54,96.07,98.83,29.4,14.52,12.08,7.34
2010,Ceará,TEJUÇUOCA,59.92,37.69,95.99,97.79,30.21,24.32,18.76,7.87
2010,Ceará,TIANGUÁ,89.94,77.16,85.39,99.48,26.18,14.39,11.94,5.71
2010,Ceará,TRAIRI,75.99,34.38,77.94,96.45,26.07,13.75,10.01,4.28
2010,Ceará,TURURU,79.47,58.27,88.48,99.09,30.51,13.88,9.52,2.74
2010,Ceará,UBAJARA,80.45,71,93.93,99.13,26.86,17.76,15.4,4.98
2010,Ceará,UMARI,80.46,51.73,71.44,99.75,34.57,31.57,26.43,13.37
2010,Ceará,UMIRIM,77.86,44.25,91.2,98.57,31.3,19.81,14.68,13.58
2010,Ceará,URUBURETAMA,76.87,63.64,95.87,98.56,24.56,14.64,11.04,3.18
2010,Ceará,URUOCA,71.33,54.77,85.25,97.31,39.79,19.07,13.52,7.08
2010,Ceará,VARJOTA,91.82,80.78,87,99.32,28.85,20.33,14.73,12.46
2010,Ceará,VÁRZEA ALEGRE,84.62,80.52,91.21,99.71,30.64,15.44,9.79,9.63
2010,Ceará,VIÇOSA DO CEARÁ,65.81,38.79,80.43,98.56,35.01,23.47,17.14,9.99
2010,Rio Grande do Norte,ACARI,87.52,96.96,100,99.96,18.9,14.47,11.59,10.06
2010,Rio Grande do Norte,AÇU,88.83,82.73,99.47,98.65,23.91,23.36,18.54,9.28
2010,Rio Grande do Norte,AFONSO BEZERRA,76.2,70.55,98.28,99.45,32.61,22.54,17.54,0
2010,Rio Grande do Norte,ÁGUA NOVA,86.49,90.11,100,99.14,24.91,21.54,13.41,20.15
2010,Rio Grande do Norte,ALEXANDRIA,84.87,67.55,94.95,98.68,35.57,27.58,22.37,5.71
2010,Rio Grande do Norte,ALMINO AFONSO,73.19,69.72,95.93,99.47,26.71,15.58,12.9,2.92
2010,Rio Grande do Norte,ALTO DO RODRIGUES,85.87,93.84,99.42,99.45,20.47,19.09,11.7,10.94
2010,Rio Grande do Norte,ANGICOS,90.47,81.58,90.88,98.64,28.14,24.72,18.6,5.57
2010,Rio Grande do Norte,ANTÔNIO MARTINS,84.71,66.5,86.95,99.32,32.77,30.15,23.88,10.46
2010,Rio Grande do Norte,APODI,71.44,83.63,99.78,98.98,25.59,23.65,18.08,12.63
2010,Rio Grande do Norte,AREIA BRANCA,86.47,89.09,99.23,99.49,17.34,19.71,16.08,4.63
2010,Rio Grande do Norte,ARÊS,86.96,87.51,94.8,99.02,27.63,27.97,20.31,14.91
2010,Rio Grande do Norte,AUGUSTO SEVERO,55.03,40.84,91.93,98.32,31.12,27.41,22.33,12.28
2010,Rio Grande do Norte,BAÍA FORMOSA,90.93,91.61,99.26,99.94,24.56,24.06,17.81,7.97
2010,Rio Grande do Norte,BARAÚNA,80.07,71.38,96.48,98.96,30.18,29.65,23.57,9.22
2010,Rio Grande do Norte,BARCELONA,80.12,74.63,95.72,98.41,32.07,35.45,25.79,11.51
2010,Rio Grande do Norte,BENTO FERNANDES,75.37,62.84,91.62,99.68,30.82,31.21,19.94,14.68
2010,Rio Grande do Norte,BODÓ,76.83,74.25,97.4,99.55,26.59,34.66,30.19,23.26
2010,Rio Grande do Norte,BOM JESUS,87.55,73.18,99.16,99.13,34.66,29.74,21.87,2.22
2010,Rio Grande do Norte,BREJINHO,86.99,80.59,97.26,99.54,33.67,29.18,22.54,13.06
2010,Rio Grande do Norte,CAIÇARA DO NORTE,92.22,79.59,98.51,97.7,27.7,37.86,34.63,12.27
2010,Rio Grande do Norte,CAIÇARA DO RIO DO VENTO,89.46,86.22,100,98.96,27.68,25.55,20.8,5.4
2010,Rio Grande do Norte,CAICÓ,93.35,93.91,94.12,99.46,16.2,18.1,14.4,7.52
2010,Rio Grande do Norte,CAMPO REDONDO,50.76,54.36,97.31,98.56,27.71,13.95,9.4,4.02
2010,Rio Grande do Norte,CANGUARETAMA,92.07,77.38,85.06,98.13,29.05,32.05,25.08,11.41
2010,Rio Grande do Norte,CARAÚBAS,78.57,55.38,97.82,98.61,28.48,20.44,15.15,4.53
2010,Rio Grande do Norte,CARNAÚBA DOS DANTAS,79.1,88.25,99.2,99.43,15.35,16.9,15.14,4.03
2010,Rio Grande do Norte,CARNAUBAIS,87.53,60.57,92.09,97.63,27.39,30.99,22.03,6.16
2010,Rio Grande do Norte,CEARÁ-MIRIM,81.18,78.86,98.05,99.44,23.4,29.54,23.17,14.78
2010,Rio Grande do Norte,CERRO CORÁ,67.07,60.06,97.25,99.01,29.51,22.29,14.95,10.85
2010,Rio Grande do Norte,CORONEL EZEQUIEL,51.3,47.94,97.93,99.22,32.25,32.76,25.47,11.41
2010,Rio Grande do Norte,CORONEL JOÃO PESSOA,86.02,70.8,95.73,99.79,36.02,30.72,24.79,8.33
2010,Rio Grande do Norte,CRUZETA,85.01,92.44,97.67,99.48,23.75,9.11,6.72,4.49
2010,Rio Grande do Norte,CURRAIS NOVOS,88.17,90.81,98.14,99.38,19.05,19.46,15.19,8
2010,Rio Grande do Norte,DOUTOR SEVERIANO,90.91,66.83,98.12,99.39,26.78,19.12,15.81,6.33
2010,Rio Grande do Norte,PARNAMIRIM,98.66,98.52,98.81,99.89,8.39,14.39,9.72,7.4
2010,Rio Grande do Norte,ENCANTO,78.6,71.2,99.01,99.78,26.28,25.8,21.4,4.26
2010,Rio Grande do Norte,EQUADOR,78.87,80.76,93.25,99.24,24.68,24.43,18.07,6.54
2010,Rio Grande do Norte,ESPÍRITO SANTO,89.32,74.51,95.83,98.71,41.45,35.91,27.31,6.44
2010,Rio Grande do Norte,EXTREMOZ,93.88,89.68,90.79,99.1,18.42,31.7,25.61,19.73
2010,Rio Grande do Norte,FELIPE GUERRA,77.07,65.79,87.95,97.05,22.7,24.66,16.57,6.08
2010,Rio Grande do Norte,FERNANDO PEDROZA,79.69,77.91,94.73,96.21,31.53,27.49,20.97,5.19
2010,Rio Grande do Norte,FLORÂNIA,83.2,80.83,96.8,99.9,24.75,24.86,19.55,14.4
2010,Rio Grande do Norte,FRANCISCO DANTAS,80,70.44,98.54,99.45,30.86,34.31,32.87,5.24
2010,Rio Grande do Norte,FRUTUOSO GOMES,81.24,88.1,98.54,100,27.4,30.45,25.51,16.03
2010,Rio Grande do Norte,GALINHOS,74.01,62.04,99.3,99.3,28.62,36.71,28,19.54
2010,Rio Grande do Norte,GOIANINHA,80.34,88.73,96.81,99.58,25.67,26.36,20.73,11.2
2010,Rio Grande do Norte,GOVERNADOR DIX-SEPT ROSADO,59.72,54.45,94.85,98.77,25.67,35.43,27.61,6.87
2010,Rio Grande do Norte,GROSSOS,87.02,80.05,97.84,98.79,27.26,16.92,12.56,9.01
2010,Rio Grande do Norte,GUAMARÉ,87.74,46.3,99.68,98.3,24.47,30.67,21.17,5.37
2010,Rio Grande do Norte,IELMO MARINHO,51.9,34.68,95.47,97.81,30.42,31.28,22.73,12.49
2010,Rio Grande do Norte,IPANGUAÇU,74.92,81.92,95.89,98.26,29.62,25.72,19.11,3.89
2010,Rio Grande do Norte,IPUEIRA,94.38,94.89,100,99.92,25.07,12.15,9.14,10.21
2010,Rio Grande do Norte,ITAJÁ,74.27,78.26,95,98.56,27.39,20.98,16.26,11.92
2010,Rio Grande do Norte,ITAÚ,89.11,77.06,95.27,99.66,23.93,22.89,15.9,16.16
2010,Rio Grande do Norte,JAÇANÃ,64.86,47.75,96.47,99.52,30.06,26.96,17.51,8.29
2010,Rio Grande do Norte,JANDAÍRA,71.66,46.68,99.52,98.2,35.51,28.31,19.68,3.02
2010,Rio Grande do Norte,JANDUÍS,77.69,63.89,99.7,99.66,29.61,30.83,25.57,17.58
2010,Rio Grande do Norte,JANUÁRIO CICCO,76.74,58.78,100,99.29,38.33,25.19,15.09,15.18
2010,Rio Grande do Norte,JAPI,58.06,40.61,94.06,99.4,37.27,28.36,23.75,16.31
2010,Rio Grande do Norte,JARDIM DE ANGICOS,45.07,40.73,100,98.68,28.68,31.36,21.24,0
2010,Rio Grande do Norte,JARDIM DE PIRANHAS,82.65,88.84,97.24,99.61,27.35,32.26,24.89,7.2
2010,Rio Grande do Norte,JARDIM DO SERIDÓ,91,92.55,99.45,98.9,19.57,18.61,12.4,6.75
2010,Rio Grande do Norte,JOÃO CÂMARA,78.63,69.79,97.69,99.4,28.86,28.18,19.1,11.91
2010,Rio Grande do Norte,JOÃO DIAS,79.65,70.82,84.1,98.2,42.02,37.94,30.28,0
2010,Rio Grande do Norte,JOSÉ DA PENHA,93.86,87.59,95.23,99.21,31.54,26.02,22.87,9.74
2010,Rio Grande do Norte,JUCURUTU,86.85,81.53,97.86,98.52,33.4,26.1,17.81,13.47
2010,Rio Grande do Norte,JUNDIÁ,71.23,73.11,100,99.82,38.11,29.59,22.67,5.35
2010,Rio Grande do Norte,LAGOA D'ANTA,87.4,74.54,98.34,99.22,35.83,22.89,18.88,5
2010,Rio Grande do Norte,LAGOA DE PEDRAS,62.67,59.45,96.27,99,40.05,31.15,25.11,6.07
2010,Rio Grande do Norte,LAGOA DE VELHOS,87.5,85.92,99.6,97.66,28.74,38.33,31.16,4.02
2010,Rio Grande do Norte,LAGOA NOVA,85.06,76.93,96,99.51,31.46,24.2,18.25,10.63
2010,Rio Grande do Norte,LAGOA SALGADA,77.91,74.1,89.78,99.23,40.15,27.47,20.96,1.67
2010,Rio Grande do Norte,LAJES,78.74,71.01,97.59,98.8,28.95,23.9,21.32,4.32
2010,Rio Grande do Norte,LAJES PINTADAS,68.65,61.58,98.66,99.82,29.46,25.13,20.78,14.87
2010,Rio Grande do Norte,LUCRÉCIA,80.68,91.1,98.86,99.92,25.89,22.24,18.54,0
2010,Rio Grande do Norte,LUÍS GOMES,85,71.98,97.69,99.47,31.58,29.75,22.51,15.05
2010,Rio Grande do Norte,MACAÍBA,86.5,80.1,95.16,99.29,24.09,28.08,20.85,12.74
2010,Rio Grande do Norte,MACAU,90.17,90.68,98,98.34,20.03,22.88,18.07,7.96
2010,Rio Grande do Norte,MAJOR SALES,98.8,97.52,98.13,100,31.19,21.82,16.56,20.57
2010,Rio Grande do Norte,MARCELINO VIEIRA,88.63,78.3,91.72,99.25,32.19,23.8,14.43,17.67
2010,Rio Grande do Norte,MARTINS,76.2,74.53,85.42,99.55,20.37,24.89,19.86,10.36
2010,Rio Grande do Norte,MAXARANGUAPE,95.99,90.21,79.85,99.03,23.7,26.38,19.54,9.02
2010,Rio Grande do Norte,MESSIAS TARGINO,76.87,56.78,98.37,99.12,34.45,22.44,14.35,4.45
2010,Rio Grande do Norte,MONTANHAS,92.37,83.28,97.81,99.51,32.82,30.88,23.14,14.23
2010,Rio Grande do Norte,MONTE ALEGRE,92.77,84.82,95.68,99.72,31.08,25.57,21.26,8.09
2010,Rio Grande do Norte,MONTE DAS GAMELEIRAS,74.31,62.05,95.08,98.14,33.15,29.71,20.43,24.82
2010,Rio Grande do Norte,MOSSORÓ,92.76,90.97,97.94,99.57,14.67,18.46,14.17,6.55
2010,Rio Grande do Norte,NATAL,98.91,97.54,98.82,99.84,8.73,18.69,14.11,7.42
2010,Rio Grande do Norte,NÍSIA FLORESTA,85.22,86.2,95.56,99.28,24.07,30.09,20.82,26.13
2010,Rio Grande do Norte,NOVA CRUZ,81.96,73.65,95.29,99.75,33.67,25.45,18.27,8.53
2010,Rio Grande do Norte,OLHO-D'ÁGUA DO BORGES,80.53,54.07,96.58,98.7,36.79,22.73,18,9.11
2010,Rio Grande do Norte,OURO BRANCO,83.3,94.83,99.72,98.42,22.17,22.22,18.55,7.85
2010,Rio Grande do Norte,PARANÁ,88.95,80.95,94.35,99.69,35.58,29.29,23.89,4.07
2010,Rio Grande do Norte,PARAÚ,85,61.73,95.61,96.81,29.64,26.87,23.76,6.89
2010,Rio Grande do Norte,PARAZINHO,86.5,37.55,97.14,96.99,35.35,30.19,22.76,0
2010,Rio Grande do Norte,PARELHAS,90.72,89.93,98.67,98.94,18.32,17.47,13.65,9.61
2010,Rio Grande do Norte,RIO DO FOGO,95.91,89.16,97.65,98.27,28.92,25.26,18.18,4.05
2010,Rio Grande do Norte,PASSA E FICA,87.26,76.65,99.03,98.64,34.81,21.58,17.52,1.88
2010,Rio Grande do Norte,PASSAGEM,75.92,70.92,100,99.6,30.41,27.1,18.88,0
2010,Rio Grande do Norte,PATU,62.71,64.04,98.3,97.83,29.68,28.55,23.53,7.5
2010,Rio Grande do Norte,SANTA MARIA,72.64,57.89,97.12,99.45,31.19,27.57,22.04,10.86
2010,Rio Grande do Norte,PAU DOS FERROS,96.88,95.89,96,99.8,19.21,18.2,15.17,4.79
2010,Rio Grande do Norte,PEDRA GRANDE,67,41.96,99.52,98.79,26.62,41.6,31.91,13.65
2010,Rio Grande do Norte,PEDRA PRETA,41.54,42.02,100,99.7,25.21,39.99,30.27,21.19
2010,Rio Grande do Norte,PEDRO AVELINO,71.22,63.65,95.14,98.11,30.5,37.33,27.68,14.37
2010,Rio Grande do Norte,PEDRO VELHO,96.7,76.74,98.2,99.31,33.99,32.74,24.81,18.24
2010,Rio Grande do Norte,PENDÊNCIAS,91.99,84.09,99.4,99.83,24.44,28.09,22.43,7.08
2010,Rio Grande do Norte,PILÕES,88.65,87.42,100,99.44,31.49,23.71,14.85,23.15
2010,Rio Grande do Norte,POÇO BRANCO,91.49,74.98,96.95,99.35,31.88,25.81,20.63,6.99
2010,Rio Grande do Norte,PORTALEGRE,62.07,60.2,98.7,99,25.62,21.84,16.96,9.72
2010,Rio Grande do Norte,PORTO DO MANGUE,58.43,56.81,99.83,94.88,30.22,25.41,20.14,10.12
2010,Rio Grande do Norte,PRESIDENTE JUSCELINO,85.23,72.41,100,99.46,34.91,29.15,20.55,9.63
2010,Rio Grande do Norte,PUREZA,57.74,74.14,82.35,97.9,30.69,36.97,28.18,13.33
2010,Rio Grande do Norte,RAFAEL FERNANDES,51,85.73,98.04,99.24,25.99,25.73,22.83,0
2010,Rio Grande do Norte,RAFAEL GODEIRO,72.75,62.38,90.7,99.8,27.54,18.92,15.29,5.88
2010,Rio Grande do Norte,RIACHO DA CRUZ,87.82,79.13,99.25,100,28.07,30.74,25.9,6.75
2010,Rio Grande do Norte,RIACHO DE SANTANA,78.94,79.79,99.25,99.85,29.58,19.89,16.75,6.19
2010,Rio Grande do Norte,RIACHUELO,80.72,78.92,96.13,99.62,32.68,32.4,26.97,9.62
2010,Rio Grande do Norte,RODOLFO FERNANDES,88.43,65.87,99.87,98.7,32.64,23.2,16.5,10.39
2010,Rio Grande do Norte,TIBAU,88.82,79.69,93.15,98.78,24.18,22.49,15.36,21.02
2010,Rio Grande do Norte,RUY BARBOSA,57.59,54.09,98.93,97.99,34.35,28.02,17.59,16.08
2010,Rio Grande do Norte,SANTA CRUZ,86.96,83.01,98.52,98.55,26.13,20.79,15.44,5.9
2010,Rio Grande do Norte,SANTANA DO MATOS,65.75,64.61,92.95,99.01,30.69,31.12,23.28,8.32
2010,Rio Grande do Norte,SANTANA DO SERIDÓ,82.57,93.81,100,100,20.66,15.84,14.98,0
2010,Rio Grande do Norte,SANTO ANTÔNIO,80.55,73.41,99.61,98.78,32.99,27.69,20.06,11.12
2010,Rio Grande do Norte,SÃO BENTO DO NORTE,78.09,70.49,98.45,99.5,35.33,40.2,31.03,19.89
2010,Rio Grande do Norte,SÃO BENTO DO TRAIRÍ,71.08,63.8,97.17,99.28,30.43,19.61,13.63,0
2010,Rio Grande do Norte,SÃO FERNANDO,82.95,84.4,99.35,100,29.09,21.87,15.6,0
2010,Rio Grande do Norte,SÃO FRANCISCO DO OESTE,92.24,76.62,99.79,100,28.58,25.28,21.2,16.27
2010,Rio Grande do Norte,SÃO GONÇALO DO AMARANTE,97,91.17,92.35,99.63,15.68,23.66,17.92,7.14
2010,Rio Grande do Norte,SÃO JOÃO DO SABUGI,84.23,84.32,99.51,99.83,21.84,21.53,13.61,9.16
2010,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,77.09,81.29,96.28,98.93,26.31,26.55,18.05,14.09
2010,Rio Grande do Norte,SÃO JOSÉ DO CAMPESTRE,84.14,76.3,97.5,99.52,31.68,28.18,22.14,11.48
2010,Rio Grande do Norte,SÃO JOSÉ DO SERIDÓ,92.65,93.2,100,99.35,17.46,13.09,6.65,9.48
2010,Rio Grande do Norte,SÃO MIGUEL,89.68,75.51,95.42,99.64,32.62,19.21,14.64,11.34
2010,Rio Grande do Norte,SÃO MIGUEL DO GOSTOSO,88.21,73.17,96.08,99.84,32.51,36.66,28.02,1.16
2010,Rio Grande do Norte,SÃO PAULO DO POTENGI,84.56,81.18,98.59,99.96,27,25.23,16.1,15.53
2010,Rio Grande do Norte,SÃO PEDRO,66.34,58.99,96.31,99.12,32.56,33.65,26.13,6.38
2010,Rio Grande do Norte,SÃO RAFAEL,82.95,75.33,99.04,95.72,33.28,26.18,18.86,0
2010,Rio Grande do Norte,SÃO TOMÉ,63.4,59.71,98.89,97.32,33.4,27.91,20.67,13.98
2010,Rio Grande do Norte,SÃO VICENTE,93.93,92.61,99.78,99.27,24.37,17.91,12.8,6.16
2010,Rio Grande do Norte,SENADOR ELÓI DE SOUZA,83.74,70.44,98.71,98.3,34.05,28.94,23.84,14.89
2010,Rio Grande do Norte,SENADOR GEORGINO AVELINO,92.61,79.66,91.55,99.28,29.06,35,29.31,9.88
2010,Rio Grande do Norte,SERRA DE SÃO BENTO,61.87,49.79,98.4,99.72,39.7,29.63,22.83,5.81
2010,Rio Grande do Norte,SERRA DO MEL,83.29,51,94.54,98.3,27.02,22.87,16.57,7.38
2010,Rio Grande do Norte,SERRA NEGRA DO NORTE,74.11,82.94,100,99.75,26.95,28.88,20.49,5.47
2010,Rio Grande do Norte,SERRINHA,56.45,40.6,99.12,98.85,34.44,21.92,16.21,5.77
2010,Rio Grande do Norte,SERRINHA DOS PINTOS,93.51,89.15,93.38,99.75,28.03,25.61,19.2,2.46
2010,Rio Grande do Norte,SEVERIANO MELO,69.51,57.32,94.37,98.94,30.39,30.15,21.86,8.25
2010,Rio Grande do Norte,SÍTIO NOVO,72.25,59.49,99.43,99.61,34.23,22.9,15.01,9.76
2010,Rio Grande do Norte,TABOLEIRO GRANDE,59.57,64.9,95.82,98.25,24.94,18.94,12.2,13.17
2010,Rio Grande do Norte,TAIPU,76.98,62.32,100,99.08,36.94,33.04,27.7,11.15
2010,Rio Grande do Norte,TANGARÁ,88.89,81.58,96.41,99.5,29.38,23.45,18.01,8.4
2010,Rio Grande do Norte,TENENTE ANANIAS,73.71,69.85,94.71,99.08,28.05,24.93,20.55,7.74
2010,Rio Grande do Norte,TENENTE LAURENTINO CRUZ,93.64,80.1,98.6,99.22,23.5,14.79,11.83,6.02
2010,Rio Grande do Norte,TIBAU DO SUL,89.66,90.33,97.17,98.84,22.88,37.74,29.24,23.9
2010,Rio Grande do Norte,TIMBAÚBA DOS BATISTAS,88.59,95.08,99.3,99.87,24.72,24.73,12.66,26.57
2010,Rio Grande do Norte,TOUROS,81.76,72.12,99.61,98.43,32.11,30.3,22.92,17.22
2010,Rio Grande do Norte,TRIUNFO POTIGUAR,80.81,61.35,98.32,96.69,31.89,29.99,22.49,10.23
2010,Rio Grande do Norte,UMARIZAL,90.33,80.8,91.29,99.02,27.32,23.53,17.61,9.2
2010,Rio Grande do Norte,UPANEMA,72.46,62.33,98.62,98.58,30.78,26.78,20.5,12.22
2010,Rio Grande do Norte,VÁRZEA,87.84,79.13,99.46,99.81,33.62,20.78,17.47,8.5
2010,Rio Grande do Norte,VENHA-VER,94.84,70.08,89.82,98.74,35.58,26.26,20.98,10.74
2010,Rio Grande do Norte,VERA CRUZ,85.21,90.45,98.5,99.53,34.64,25.78,17.45,13.77
2010,Rio Grande do Norte,VIÇOSA,91.27,83.13,99.55,99.55,24.37,34.56,31.26,10.99
2010,Rio Grande do Norte,VILA FLOR,97.96,79.17,95.94,97.24,26.06,41.66,31.05,32.64
2010,Paraíba,ÁGUA BRANCA,62.95,54.61,98.53,99.44,28.75,28.01,23.05,5.78
2010,Paraíba,AGUIAR,61.9,49.61,96.19,99.4,40.28,28.34,23.39,13.23
2010,Paraíba,ALAGOA GRANDE,81.83,75.89,91.89,98.76,37.49,38.69,32.61,10.84
2010,Paraíba,ALAGOA NOVA,62.44,58.76,99.12,99.66,30.72,31.53,24.27,15.85
2010,Paraíba,ALAGOINHA,79.22,73.64,97.09,98.44,38.44,30.94,23.16,12.43
2010,Paraíba,ALCANTIL,2.94,27.6,98.76,99.3,33.02,27.13,22.36,3.37
2010,Paraíba,ALGODÃO DE JANDAÍRA,22.59,29.34,95.72,99,35.45,34.38,26.04,18.59
2010,Paraíba,ALHANDRA,89.62,86.01,90.73,99,28.3,29.21,23.13,15.06
2010,Paraíba,SÃO JOÃO DO RIO DO PEIXE,73.6,73.31,97.69,98.83,29.64,29.91,23.67,5.24
2010,Paraíba,AMPARO,58.65,63.1,98.33,99.68,23.43,21.55,14.55,17.28
2010,Paraíba,APARECIDA,81.74,73.32,96.68,99.25,31.19,25.91,17.29,9.21
2010,Paraíba,ARAÇAGI,61.37,56.08,97.9,99.14,41.75,38.12,31.53,6.27
2010,Paraíba,ARARA,76.4,63.81,92.86,98.45,41.44,37.48,28.49,17.39
2010,Paraíba,ARARUNA,64.38,50.65,93.68,98.96,42.7,27.68,19.89,18.48
2010,Paraíba,AREIA,79.97,67.23,97.05,98.29,32.46,27.35,18.31,7.37
2010,Paraíba,AREIA DE BARAÚNAS,56.76,51.45,92.66,99.82,35.02,31.15,24.19,22.04
2010,Paraíba,AREIAL,61.97,67.35,97.01,99.92,28.8,17.86,11.38,8.39
2010,Paraíba,AROEIRAS,39.92,33.9,88.88,99,38.31,37.45,30.23,19.34
2010,Paraíba,ASSUNÇÃO,0.77,20.86,98.4,100,28.58,29,21.66,7.52
2010,Paraíba,BAÍA DA TRAIÇÃO,91.84,82.28,90.35,99.07,27.6,33.18,26.02,11.46
2010,Paraíba,BANANEIRAS,63.09,64.12,95.92,99.7,38.27,26.28,21.62,3.36
2010,Paraíba,BARAÚNA,0.15,16.26,99.37,100,30.32,29.5,21.11,16.84
2010,Paraíba,BARRA DE SANTANA,16.73,19.29,90.44,98.01,33.38,23.63,19.47,0
2010,Paraíba,BARRA DE SANTA ROSA,57.58,54.35,98.36,99.02,39.87,35.8,28.44,9.76
2010,Paraíba,BARRA DE SÃO MIGUEL,69.87,67.2,100,99.32,25.09,29.32,22.93,8.18
2010,Paraíba,BAYEUX,98.46,95.92,95.81,99.65,16.54,26.2,19.75,5.99
2010,Paraíba,BELÉM,85.4,82.82,97.42,98.71,36.5,25.73,19.27,8.39
2010,Paraíba,BELÉM DO BREJO DO CRUZ,74.42,69.87,97.21,97.74,41.01,33.09,24.22,3.55
2010,Paraíba,BERNARDINO BATISTA,47.43,39.26,97.33,98.87,34.12,35.09,27.64,12.51
2010,Paraíba,BOA VENTURA,74.6,72.07,92.65,98.31,31.27,31.74,25.04,5.76
2010,Paraíba,BOA VISTA,61.5,67.03,99.22,98.23,17.29,17.13,11.77,5.54
2010,Paraíba,BOM JESUS,74.82,70.21,96,99.56,27.12,29.84,22.31,18.9
2010,Paraíba,BOM SUCESSO,90.68,73.94,88.95,99.06,32.77,18.55,13.26,4.46
2010,Paraíba,BONITO DE SANTA FÉ,76.22,72.15,96.39,99.05,31.28,38.68,31.53,13.34
2010,Paraíba,BOQUEIRÃO,73.46,81.55,96.53,99.17,26.13,31.71,24.47,10.89
2010,Paraíba,IGARACY,77.28,71.55,97.06,99.73,34.75,27.47,20.92,10.86
2010,Paraíba,BORBOREMA,84.3,84.71,89.48,99.59,35.36,37.46,29.47,6.46
2010,Paraíba,BREJO DO CRUZ,75.92,69.28,96.09,98.55,33.63,26.58,21.26,11.24
2010,Paraíba,BREJO DOS SANTOS,87.29,78.04,97.46,99.72,30.2,16.99,13.12,3.88
2010,Paraíba,CAAPORÃ,86.11,86.52,86.46,98.52,25.65,27.86,23.66,3.87
2010,Paraíba,CABACEIRAS,74.6,80.14,96.66,98.31,19.35,21.04,17.75,9.93
2010,Paraíba,CABEDELO,97.74,96.13,96.49,99.71,11.24,19.95,16.34,7.55
2010,Paraíba,CACHOEIRA DOS ÍNDIOS,72.55,76.33,95.73,99.25,29.22,29.95,22.28,3.59
2010,Paraíba,CACIMBA DE AREIA,58.39,73.07,98.96,99.11,28.93,19.65,11.55,11.27
2010,Paraíba,CACIMBA DE DENTRO,72.19,66.28,96.35,99.05,42.43,27.42,22.38,6.84
2010,Paraíba,CACIMBAS,55.09,41.14,95.03,98.24,40.48,33.72,25.89,13.27
2010,Paraíba,CAIÇARA,72.24,72.48,98.64,99.22,36.75,26.7,23.58,14.37
2010,Paraíba,CAJAZEIRAS,86.38,87.8,96.15,99.34,20.73,24.53,18.78,9.08
2010,Paraíba,CAJAZEIRINHAS,53.28,55.05,100,98.19,37.65,33.13,27.34,0
